x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
0,0,636,7689,87422,504722,1864576,4365126,6691251,7045812,5122417,2651522,1027454,296060,65378,11146,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,351,6909,80998,513987,1863251,4315814,6631600,6972760,5100076,2676820,1074747,356516,138268,58515,30186,12989,2946,836,1179,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,146,7878,87516,502655,1846784,4298207,6619642,6925535,5046933,2655520,1095355,418869,196054,115271,58924,30719,9046,3622,293,1209,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,285,8264,90816,490985,1825910,4237977,6591778,6815728,5079147,2705482,1130009,479222,256578,161251,84241,37375,19709,5582,2044,1528,313,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62,354,8346,84711,491526,1805905,4248216,6492798,6836002,5044324,2658982,1146777,543605,324703,208117,116835,51522,24175,5029,6708,1838,2224,659,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,717,7801,81315,496904,1807774,4231746,6448681,6758509,4965698,2675181,1205124,610752,372893,256677,140266,69840,31187,16211,7294,4568,3178,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,625,8385,81161,482458,1791355,4162139,6432317,6678715,4963666,2716573,1277164,634494,455356,297677,159418,80505,40554,15920,10521,5784,2217,329,338,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0
0,0,355,9340,80511,485095,1764921,4119017,6393867,6677830,4867017,2737411,1277951,730028,512372,366532,198843,90710,38694,20107,14874,6981,2821,1967,0,360,739,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,284,7599,79632,485269,1747408,4118506,6342030,6628447,4826129,2739308,1316313,795735,577449,388685,209862,107472,51200,25445,14883,7918,4791,2961,682,347,0,386,0,0,0,0,0,0,0,0,0,0,0,0
0,61,767,6737,77653,482697,1750076,4090591,6273505,6561972,4841151,2715704,1352546,841649,631089,447645,249905,126994,50489,31302,20148,9398,6934,1636,1710,1060,738,371,0,0,0,0,0,0,0,0,0,0,0,0
0,0,543,7535,79134,478422,1724550,4042333,6242625,6511606,4866174,2714071,1373394,888181,684440,484721,275753,133758,60340,43941,25442,15835,5695,2294,1357,699,0,0,0,0,416,0,0,0,0,0,0,0,0,0
0,0,427,7716,75688,460427,1704397,4014974,6194216,6528299,4793669,2707589,1423296,957566,753075,520260,295075,147294,76526,48106,25665,15235,7889,2954,338,0,1103,0,0,403,0,0,0,0,0,0,0,0,0,0
0,0,203,7543,80232,477574,1686640,3975164,6126493,6482927,4766240,2718767,1463012,979686,822705,556536,330416,175332,87937,46680,29811,16743,10450,4931,3081,2136,362,385,397,0,0,0,0,0,0,0,0,0,0,0
0,0,558,6602,83150,468518,1678578,3964162,6063860,6422393,4753630,2703414,1506356,1036865,854082,632461,346462,188150,90266,53937,40524,19457,14266,6914,2749,1068,730,751,0,410,0,0,0,0,0,0,0,0,0,0
0,0,264,7391,81363,460579,1669686,3912187,6077934,6345902,4727756,2709751,1547864,1077306,907376,648704,383937,201978,109344,58155,51951,24347,16142,8194,2046,2847,370,1915,384,0,0,0,0,0,0,0,0,0,0,0
0,0,637,6637,75695,453878,1690145,3938454,5986729,6270942,4663547,2706497,1555517,1172954,966707,713001,408391,200325,115254,75529,51886,28582,17135,8558,4098,3195,2211,1132,783,0,0,0,0,0,0,0,0,0,0,0
0,0,650,7783,76225,455370,1654606,3856062,5977504,6261577,4676364,2694865,1604813,1210036,1026243,750523,403442,212555,127691,86539,59041,28829,15847,9222,5479,3898,1843,0,393,0,0,0,0,0,0,0,0,0,0,0
0,0,291,7681,78659,454997,1668455,3831634,5902789,6223695,4649484,2707206,1608772,1241434,1066794,763382,456503,244332,141640,93163,61642,40525,23412,12834,5836,4957,1837,1125,387,0,0,0,0,0,0,0,0,0,0,0
0,61,410,7352,74572,452614,1643996,3803674,5883888,6121932,4617405,2737193,1658752,1309074,1127302,803391,495098,264911,142724,102058,67693,40207,21565,11523,6484,4609,366,753,1565,402,0,0,0,0,0,0,0,0,0,0
0,0,358,6472,76846,443675,1601898,3793956,5846157,6138238,4556041,2748790,1683921,1320656,1180317,847805,511200,284702,160936,109917,83760,51387,18731,11163,7532,7780,729,0,791,1217,0,0,0,0,0,0,0,0,0,0
0,0,500,7437,69140,442079,1632191,3766346,5764706,6097290,4557608,2701282,1690973,1389988,1212729,905455,557751,294879,181759,120459,79146,44384,22169,13221,9235,7791,3655,1125,384,0,420,0,0,0,0,0,0,0,0,0
0,0,720,6567,69739,439770,1588990,3754589,5698244,6074631,4582776,2702103,1708126,1431653,1270861,933012,562747,314771,188241,124262,99076,53899,32656,13831,9592,6720,2571,2265,0,0,0,0,0,0,0,0,0,0,0,0
0,0,359,8703,71195,437992,1580319,3683817,5709893,6001106,4510251,2735413,1764295,1485008,1333271,959501,584330,318771,208228,140978,94391,55942,34539,15499,13285,7430,4020,1890,781,1214,415,0,0,0,0,0,0,0,0,0
0,0,353,6948,71717,438675,1584430,3705612,5672850,5947140,4466028,2691055,1791132,1514044,1373034,1011955,602318,336821,201587,161158,105445,63529,35170,15823,11924,7788,5505,1143,1171,0,0,0,0,0,0,0,0,0,0,0
0,0,338,5668,69777,427719,1553554,3708047,5607350,5921712,4458250,2702086,1789190,1569927,1418357,1033536,637593,356490,215241,174004,107505,70922,44354,22101,14326,9211,8417,2654,1572,0,0,0,0,0,0,0,0,0,0,0
0,0,514,7721,70606,426418,1557449,3634480,5611000,5851698,4397800,2706706,1834953,1610661,1449740,1106593,648316,378284,244526,181621,126804,73682,42822,22710,18146,7429,5133,3034,1554,814,0,0,0,0,0,0,0,0,0,0
0,0,491,6572,69506,422405,1541237,3605917,5538795,5791301,4399355,2752773,1864782,1672984,1483830,1130954,694142,379392,244413,200463,137775,83723,42799,26959,18845,11322,6975,5314,3148,407,0,0,0,0,0,0,0,0,0,0
0,0,702,6638,69183,433757,1516325,3607349,5492589,5778904,4368134,2710122,1860804,1714566,1556055,1142900,713653,398081,257862,208265,149834,95606,50960,28006,20161,12747,9534,3775,784,1219,414,0,0,0,0,0,0,0,0,0
0,0,144,7364,66166,417885,1517985,3548166,5461240,5748990,4338240,2723750,1889655,1735554,1613910,1191936,729280,437444,290666,206600,164298,93495,57063,29664,20868,13444,7348,2285,3139,402,0,0,0,0,0,0,0,0,0,0
0,0,143,7355,69514,414242,1493228,3515352,5388655,5760149,4335540,2706965,1890097,1789725,1664933,1235512,758430,428155,293306,245635,169946,103989,55088,35355,25295,12386,9524,3042,3121,811,0,0,0,0,0,0,0,0,0,0
0,0,554,5800,66971,403336,1512398,3462638,5373452,5639846,4330591,2733550,1987900,1825074,1686339,1249592,758946,455093,338868,245576,179109,99763,54296,41179,24630,15243,11350,4169,1182,1215,0,0,0,0,0,0,0,0,0,0
0,0,205,5470,64515,395716,1482599,3454928,5343874,5610378,4289903,2704194,1982269,1882287,1730991,1326549,785428,480381,336351,261776,186245,117049,63797,44184,26001,18390,15757,4946,1177,801,414,0,0,0,0,0,0,0,0,0
0,0,352,6184,70824,408249,1487023,3471533,5263149,5581143,4242733,2755888,1938598,1883725,1771485,1337384,818499,489730,359947,274536,199793,129024,73525,38200,29429,19830,11760,5678,3125,400,415,0,0,0,0,0,0,0,0,0
0,0,213,5445,67626,378873,1461175,3400760,5299856,5565654,4234230,2719614,2045900,1918497,1786651,1361119,842583,528916,351573,275262,198300,126614,74436,44709,30074,26171,14256,6814,3532,2419,421,0,0,0,0,0,0,0,0,0
0,0,347,5896,69163,396814,1463985,3373690,5173836,5486307,4212582,2749889,2074904,1979135,1844310,1414456,880469,503830,375800,301014,214918,143685,83037,51074,29779,26603,12838,7952,1967,803,0,0,0,0,0,0,0,0,0,0
0,0,218,6287,68724,402020,1435392,3368505,5186388,5458548,4156172,2712294,2071566,2019936,1885200,1427678,908384,548534,397635,302000,223782,145804,84865,58941,38007,23734,16509,7178,4289,1214,412,0,0,0,0,0,0,0,0,0
0,0,282,7171,66276,381294,1433738,3356013,5159115,5418164,4130276,2698308,2113747,2064150,1922279,1444703,933112,561434,405422,336679,236516,140091,88494,47077,34569,26187,15732,10647,3899,1219,0,427,0,0,0,0,0,0,0,0
0,0,142,6460,63879,393573,1423232,3344623,5151335,5343086,4130242,2683359,2090887,2075190,1950034,1505196,938570,574681,444480,320011,258374,154009,100051,59302,42060,33690,16134,10987,3129,2431,0,428,0,0,0,0,0,0,0,0
0,0,283,5063,65401,397272,1415215,3268839,5061416,5359963,4121716,2763221,2137687,2076678,1970863,1505617,960405,596216,443171,344172,275648,164098,105242,62936,36246,27670,20885,12905,5465,2414,842,0,0,0,0,0,0,0,0,0
0,0,562,5403,66509,381500,1405894,3232057,5029748,5303083,4075281,2740684,2145542,2154910,2040566,1573539,980795,608457,458416,384901,269572,185627,109316,65516,47496,36133,22380,13634,3140,2013,422,0,0,0,0,0,0,0,0,0
0,0,492,5488,63291,377424,1415862,3246683,4997955,5263598,4029053,2695968,2154179,2187119,2075459,1558075,1025346,636706,481765,381928,308772,187696,107305,73823,57844,42581,30060,14776,4699,1208,0,0,0,0,0,0,0,0,0,0
0,0,0,6348,61960,384629,1379918,3254175,4947100,5240935,4034057,2672325,2156076,2212270,2106522,1630091,993097,662343,503911,400483,312327,191509,109900,82946,58141,43970,25285,17453,5873,2828,830,0,0,0,0,0,0,0,0,0
0,0,496,5719,64717,373364,1363332,3214604,4911777,5256933,3981235,2658765,2201686,2256288,2135890,1647969,1040999,664307,513298,429248,308728,193189,133041,79030,60442,39695,27517,15887,8974,4037,413,427,0,0,0,0,0,0,0,0
0,0,203,5475,59005,377252,1350085,3161354,4871747,5200318,3977803,2675708,2250379,2304544,2196331,1658768,1049429,685080,514708,438813,328433,220032,127495,80975,61624,49706,29017,15120,9394,2427,412,0,0,0,0,0,0,0,0,0
0,0,561,5602,60872,366999,1355260,3153535,4842346,5100987,4001625,2742636,2242419,2335527,2194147,1662691,1061958,703087,523134,447393,335885,212873,135657,89664,73921,50718,37038,11356,7819,2849,1250,0,0,0,0,0,0,0,0,0
0,0,431,4777,62519,364439,1349018,3111107,4818926,5064960,3940752,2723083,2257433,2367615,2227251,1696623,1100423,734894,573041,475733,356218,231095,144579,92972,64002,46107,41802,19309,7817,3636,1665,0,0,0,0,0,0,0,0,0
