x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
0,240,2789,28481,184082,761105,2128085,4216521,6001666,6289723,4936178,2949540,1422255,540410,160124,38879,8164,1523,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,2320,25245,174998,739749,2081121,4131653,5808990,6121281,4804862,2999145,1538057,735681,395291,222063,129054,68137,22848,12522,4953,3934,1568,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,3370,23884,172424,717717,2024919,4020428,5708537,5899799,4724157,2995333,1637146,951575,589170,380941,245529,135966,72416,27824,19786,9741,4737,2303,340,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,123,2903,27273,166842,698162,1976793,3883711,5550513,5768407,4647226,2993779,1746660,1115108,809688,544609,356748,194076,96713,56320,31525,20354,16485,3283,2710,1771,1095,380,0,0,0,0,0,0,0,0,0,0,0,0
0,175,2391,23935,159956,683334,1923159,3740756,5401197,5684441,4545111,3007810,1818643,1273449,983968,718749,468663,254651,150076,95451,61334,33679,18363,12162,6852,3191,1098,1899,0,405,0,0,0,0,0,0,0,0,0,0
46,118,1880,25680,156479,657862,1881470,3650961,5190132,5522278,4470527,3021474,1940587,1445989,1169633,852986,569793,331399,207890,135806,86980,52870,31588,15116,7846,4945,3299,2259,391,402,0,0,0,0,0,0,0,0,0,0
0,179,2520,26252,152546,632950,1796189,3583866,5106730,5348662,4349518,2976152,2076419,1607020,1313744,1005184,682027,404055,260361,167819,121394,81716,44329,23357,17102,7767,5872,3422,1170,804,413,0,0,0,0,0,0,0,0,0
0,59,1618,23909,148416,615351,1789409,3454859,4927837,5223176,4257225,3019186,2102170,1749435,1506910,1150515,777018,478885,319507,206070,154828,92922,55619,33526,23590,10247,10285,6456,1565,800,412,0,0,459,0,0,0,0,0,0
49,161,1797,21654,147485,606397,1678968,3350098,4780362,5147556,4202869,2999027,2206260,1888457,1652655,1271020,884637,555895,370988,256165,171972,124625,73455,45451,30384,19524,13196,6808,1570,2016,1243,859,0,0,0,0,0,0,0,0
0,119,2270,21869,140161,584545,1657925,3285604,4638587,4968889,4100715,3013393,2314828,1985941,1751935,1399688,980481,623832,414702,317240,229296,169816,94676,61278,38941,24725,20147,8725,5862,2029,826,0,0,0,0,0,0,0,0,0
0,59,2991,20412,131031,584258,1589166,3181822,4520912,4885826,4052473,2964908,2361897,2122586,1859338,1509305,1046502,703730,499966,364266,277681,188994,113636,77034,51975,37207,20117,14012,8168,4423,421,0,0,0,0,0,0,0,0,0
43,113,2366,21215,133126,543046,1558008,3087216,4409067,4712980,3973020,2971178,2402012,2230625,1996471,1632571,1159107,785084,558647,445550,325930,221882,149148,94153,54292,49270,28238,17833,9356,5242,825,846,445,0,0,0,0,0,0,0
0,237,2012,20844,130804,543551,1517753,2979186,4277073,4549457,3868006,2996309,2502803,2302356,2146104,1742912,1241652,863655,644167,496849,358316,260082,162340,110947,75898,62726,40330,22325,13296,4809,2091,434,0,0,0,0,0,0,0,0
48,0,1883,19920,125178,521898,1491189,2935360,4206786,4389594,3799158,2939246,2509179,2379486,2229562,1847039,1331730,919352,699066,543766,467260,309984,194763,142483,103239,72298,55648,26887,10949,5653,1255,426,437,0,0,0,0,0,0,0
46,238,2297,20142,126421,512550,1435689,2840472,4077005,4285796,3725958,2950170,2596763,2490746,2355509,1907255,1401753,993314,763576,609140,467681,323239,230747,157882,106715,88162,62947,31872,18803,10090,4144,425,0,0,0,0,0,0,0,0
0,61,1470,19329,123223,492235,1392195,2792906,3965312,4244416,3607962,2882867,2622652,2587830,2403447,1984901,1470094,1072956,838786,684456,536231,378880,250516,194368,146703,119400,70644,37129,21106,7652,3325,834,0,0,0,0,0,0,0,0
0,0,1025,17054,119197,481078,1358857,2709061,3827232,4121884,3633800,2887407,2633846,2664874,2473331,2053401,1557212,1140713,897709,751566,590604,414408,284517,195814,164392,113001,73288,59074,29337,8448,3338,2133,0,458,0,0,0,0,0,0
0,117,2098,17550,114803,480209,1335064,2602792,3755278,4035390,3484673,2867460,2641350,2715556,2586172,2154902,1601806,1198602,984594,833344,638543,479642,316221,230343,180531,142462,111848,68186,34020,12884,6232,869,0,459,0,0,0,0,0,0
0,61,1768,15798,106413,454524,1275178,2509540,3671464,3900281,3408820,2879578,2696517,2745090,2675265,2246301,1692584,1307306,1026968,912534,709238,539237,371263,258171,217796,164018,118382,75329,41464,18565,7477,2137,439,0,0,0,0,0,0,0
0,179,2325,16679,103937,449298,1252566,2495182,3572923,3779979,3334040,2829266,2712857,2821602,2735549,2304953,1727043,1334347,1117655,935398,772318,581294,399046,305840,250434,199010,140605,92130,40228,20532,7504,3856,0,452,0,0,0,0,0,0
0,111,1607,15797,103579,431194,1202214,2407773,3473367,3701841,3310966,2821122,2726231,2881391,2773240,2379883,1812192,1405094,1158824,1004537,836940,629578,443175,346380,273860,200065,154660,97367,51620,20227,5808,1716,0,448,0,0,0,0,0,0
0,114,1139,15214,102104,418884,1194290,2371560,3335269,3610268,3196121,2781662,2799867,2953828,2856379,2390637,1837132,1447844,1237894,1099977,898051,652644,467578,389424,313557,253710,187013,100813,56042,26971,13307,2983,437,461,0,0,0,0,0,0
