time,Btimeseries
0.0,1.0e8
1.0,1.03313e8
2.0,1.06434e8
3.0,1.09512e8
4.0,1.12525e8
5.0,1.15477e8
6.0,1.18405e8
7.0,1.21269e8
8.0,1.24077e8
9.0,1.26918e8
10.0,1.29815e8
11.0,1.32633e8
12.0,1.35526e8
13.0,1.38356e8
14.0,1.41165e8
15.0,1.44095e8
16.0,1.4703e8
17.0,1.50036e8
18.0,1.53082e8
19.0,1.56189e8
20.0,1.59323e8
21.0,1.626e8
22.0,1.65923e8
23.0,1.69286e8
24.0,1.7272e8
25.0,1.7607e8
26.0,1.78946e8
27.0,1.81008e8
28.0,1.82225e8
29.0,1.83001e8
30.0,1.8344e8
31.0,1.83765e8
32.0,1.83961e8
33.0,1.84084e8
34.0,1.84194e8
35.0,1.84238e8
36.0,1.84239e8
37.0,1.84211e8
38.0,1.84156e8
39.0,1.84065e8
40.0,1.83996e8
40.0,1.83996e8
41.0,1.83837e8
42.0,1.83643e8
43.0,1.8341e8
44.0,1.83116e8
45.0,1.82779e8
46.0,1.82423e8
47.0,1.82029e8
48.0,1.81559e8
49.0,1.80977e8
50.0,1.79995e8
51.0,1.77833e8
52.0,1.73087e8
53.0,1.6418e8
54.0,1.50075e8
55.0,1.31562e8
56.0,1.10805e8
57.0,9.0108e7
58.0,7.1031e7
59.0,5.4708e7
60.0,4.1336e7
61.0,3.1223e7
62.0,2.396e7
63.0,1.8319e7
64.0,1.3778e7
65.0,1.0052e7
66.0,7.027e6
67.0,4.871e6
68.0,3.601e6
69.0,3.029e6
70.0,2.836e6
71.0,2.77e6
72.0,2.76e6
73.0,2.759e6
74.0,2.759e6
75.0,2.759e6
76.0,2.759e6
77.0,2.759e6
78.0,2.759e6
79.0,2.759e6
80.0,2.759e6
81.0,2.759e6
82.0,2.759e6
83.0,2.759e6
84.0,2.759e6
85.0,2.759e6
86.0,2.759e6
87.0,2.759e6
88.0,2.759e6
89.0,2.759e6
90.0,2.759e6
91.0,2.759e6
92.0,2.759e6
93.0,2.759e6
94.0,2.759e6
95.0,2.759e6
96.0,2.759e6
97.0,2.759e6
98.0,2.759e6
99.0,2.759e6
100.0,2.759e6
101.0,2.759e6
102.0,2.759e6
103.0,2.759e6
104.0,2.759e6
105.0,2.759e6
106.0,2.759e6
107.0,2.759e6
108.0,2.759e6
109.0,2.759e6
110.0,2.759e6
111.0,2.759e6
112.0,2.759e6
113.0,2.759e6
114.0,2.759e6
115.0,2.759e6
116.0,2.759e6
117.0,2.759e6
118.0,2.759e6
119.0,2.759e6
120.0,2.759e6
121.0,2.759e6
122.0,2.759e6
123.0,2.759e6
124.0,2.759e6
125.0,2.759e6
126.0,2.759e6
127.0,2.759e6
128.0,2.759e6
129.0,2.759e6
130.0,2.759e6
131.0,2.759e6
132.0,2.759e6
133.0,2.759e6
134.0,2.759e6
135.0,2.759e6
136.0,2.759e6
137.0,2.759e6
138.0,2.759e6
139.0,2.759e6
140.0,2.759e6
141.0,2.759e6
142.0,2.759e6
143.0,2.759e6
144.0,2.759e6
145.0,2.759e6
146.0,2.759e6
147.0,2.759e6
148.0,2.759e6
149.0,2.759e6
150.0,2.759e6
151.0,2.759e6
152.0,2.759e6
153.0,2.759e6
154.0,2.759e6
155.0,2.759e6
156.0,2.759e6
157.0,2.759e6
158.0,2.759e6
159.0,2.759e6
160.0,2.759e6
161.0,2.759e6
162.0,2.759e6
163.0,2.759e6
164.0,2.759e6
165.0,2.759e6
166.0,2.759e6
167.0,2.759e6
168.0,2.759e6
169.0,2.759e6
170.0,2.759e6
171.0,2.759e6
172.0,2.759e6
173.0,2.759e6
174.0,2.759e6
175.0,2.759e6
176.0,2.759e6
177.0,2.759e6
178.0,2.759e6
179.0,2.759e6
180.0,2.759e6
181.0,2.759e6
182.0,2.759e6
183.0,2.759e6
184.0,2.759e6
185.0,2.759e6
186.0,2.759e6
187.0,2.759e6
188.0,2.759e6
189.0,2.759e6
190.0,2.759e6
191.0,2.759e6
192.0,2.759e6
193.0,2.759e6
194.0,2.759e6
195.0,2.759e6
196.0,2.759e6
197.0,2.759e6
198.0,2.759e6
199.0,2.759e6
200.0,2.759e6
201.0,2.759e6
202.0,2.759e6
203.0,2.759e6
204.0,2.759e6
205.0,2.759e6
206.0,2.759e6
207.0,2.759e6
208.0,2.759e6
209.0,2.759e6
210.0,2.759e6
211.0,2.759e6
212.0,2.759e6
213.0,2.759e6
214.0,2.759e6
215.0,2.759e6
216.0,2.759e6
217.0,2.759e6
218.0,2.759e6
219.0,2.759e6
220.0,2.759e6
221.0,2.759e6
222.0,2.759e6
223.0,2.759e6
224.0,2.759e6
225.0,2.759e6
226.0,2.759e6
227.0,2.759e6
228.0,2.759e6
229.0,2.759e6
230.0,2.759e6
231.0,2.759e6
232.0,2.759e6
233.0,2.759e6
234.0,2.759e6
235.0,2.759e6
236.0,2.759e6
237.0,2.759e6
238.0,2.759e6
239.0,2.759e6
240.0,2.759e6
241.0,2.759e6
242.0,2.759e6
243.0,2.759e6
244.0,2.759e6
245.0,2.759e6
246.0,2.759e6
247.0,2.759e6
248.0,2.759e6
249.0,2.759e6
250.0,2.759e6
251.0,2.759e6
252.0,2.759e6
253.0,2.759e6
254.0,2.759e6
255.0,2.759e6
256.0,2.759e6
257.0,2.759e6
258.0,2.759e6
259.0,2.759e6
260.0,2.759e6
261.0,2.759e6
262.0,2.759e6
263.0,2.759e6
264.0,2.759e6
265.0,2.759e6
266.0,2.759e6
267.0,2.759e6
268.0,2.759e6
269.0,2.759e6
270.0,2.759e6
271.0,2.759e6
272.0,2.759e6
273.0,2.759e6
274.0,2.759e6
275.0,2.759e6
276.0,2.759e6
277.0,2.759e6
278.0,2.759e6
279.0,2.759e6
280.0,2.759e6
281.0,2.759e6
282.0,2.759e6
283.0,2.759e6
284.0,2.759e6
285.0,2.759e6
286.0,2.759e6
287.0,2.759e6
288.0,2.759e6
289.0,2.759e6
290.0,2.759e6
291.0,2.759e6
292.0,2.759e6
293.0,2.759e6
294.0,2.759e6
295.0,2.759e6
296.0,2.759e6
297.0,2.759e6
298.0,2.759e6
299.0,2.759e6
300.0,2.759e6
301.0,2.759e6
302.0,2.759e6
303.0,2.759e6
304.0,2.759e6
305.0,2.759e6
306.0,2.759e6
307.0,2.759e6
308.0,2.759e6
309.0,2.759e6
310.0,2.759e6
311.0,2.759e6
312.0,2.759e6
313.0,2.759e6
314.0,2.759e6
315.0,2.759e6
316.0,2.759e6
317.0,2.759e6
318.0,2.759e6
319.0,2.759e6
320.0,2.759e6
321.0,2.759e6
322.0,2.759e6
323.0,2.759e6
324.0,2.759e6
325.0,2.759e6
326.0,2.759e6
327.0,2.759e6
328.0,2.759e6
329.0,2.759e6
330.0,2.759e6
331.0,2.759e6
332.0,2.759e6
333.0,2.759e6
334.0,2.759e6
335.0,2.759e6
336.0,2.759e6
337.0,2.759e6
338.0,2.759e6
339.0,2.759e6
340.0,2.759e6
341.0,2.759e6
342.0,2.759e6
343.0,2.759e6
344.0,2.759e6
345.0,2.759e6
346.0,2.759e6
347.0,2.759e6
348.0,2.759e6
349.0,2.759e6
350.0,2.759e6
351.0,2.759e6
352.0,2.759e6
353.0,2.759e6
354.0,2.759e6
355.0,2.759e6
356.0,2.759e6
357.0,2.759e6
358.0,2.759e6
359.0,2.759e6
360.0,2.759e6
