time,Itimeseries
1.0,3.631e6
2.0,6.563e6
3.0,8.983e6
4.0,1.0859e7
5.0,1.2448e7
6.0,1.3682e7
7.0,1.4666e7
8.0,1.5453e7
9.0,1.6128e7
10.0,1.6648e7
11.0,1.7041e7
12.0,1.737e7
13.0,1.7615e7
14.0,1.7821e7
15.0,1.7963e7
16.0,1.8082e7
17.0,1.8162e7
18.0,1.8232e7
19.0,1.8279e7
20.0,1.8314e7
21.0,1.8347e7
22.0,1.8362e7
23.0,1.8424e7
24.0,1.8946e7
25.0,2.2301e7
26.0,3.5905e7
27.0,6.5416e7
28.0,1.03008e8
29.0,1.33906e8
30.0,1.53184e8
31.0,1.63934e8
32.0,1.69824e8
33.0,1.73412e8
34.0,1.7575e8
35.0,1.77359e8
36.0,1.78564e8
37.0,1.79465e8
38.0,1.80179e8
39.0,1.80724e8
40.0,1.81237e8
41.0,1.81078e8
42.0,1.80884e8
43.0,1.80651e8
44.0,1.80357e8
45.0,1.8002e8
46.0,1.79664e8
47.0,1.7927e8
48.0,1.788e8
49.0,1.78218e8
50.0,1.77236e8
51.0,1.75074e8
52.0,1.70328e8
53.0,1.61421e8
54.0,1.47316e8
55.0,1.28803e8
56.0,1.08046e8
57.0,8.7349e7
58.0,6.8272e7
59.0,5.1949e7
60.0,3.8577e7
61.0,2.8464e7
62.0,2.1201e7
63.0,1.556e7
64.0,1.1019e7
65.0,7.293e6
66.0,4.268e6
67.0,2.112e6
68.0,842000.0
69.0,270000.0
70.0,77000.0
71.0,11000.0
72.0,1000.0
