time,Itimeseries
1.0,3.544e6
2.0,6.506e6
3.0,8.914e6
4.0,1.0853e7
5.0,1.2483e7
6.0,1.3718e7
7.0,1.4666e7
8.0,1.5529e7
9.0,1.6154e7
10.0,1.6679e7
11.0,1.7059e7
12.0,1.7364e7
13.0,1.7617e7
14.0,1.7787e7
15.0,1.7945e7
16.0,1.8048e7
17.0,1.8128e7
18.0,1.8216e7
19.0,1.8268e7
20.0,1.8298e7
21.0,1.8298e7
22.0,1.8298e7
23.0,1.829e7
24.0,1.8228e7
25.0,1.8004e7
26.0,1.7427e7
27.0,1.6144e7
28.0,1.4305e7
29.0,1.2152e7
30.0,9.98e6
31.0,7.989e6
32.0,6.282e6
33.0,5.002e6
34.0,3.961e6
35.0,3.038e6
36.0,2.335e6
37.0,1.785e6
38.0,1.35e6
39.0,1.035e6
40.0,777000.0
41.0,582000.0
42.0,411000.0
43.0,303000.0
44.0,194000.0
45.0,121000.0
46.0,67000.0
47.0,31000.0
48.0,16000.0
49.0,3000.0
50.0,1000.0
