time,Ptimeseries
0.0,1.0e7
0.1,9.8993e6
0.2,9.8004e6
0.30000000000000004,9.7004e6
0.4,9.5942e6
0.5,9.4974e6
0.6000000000000001,9.4018e6
0.7000000000000001,9.3116e6
0.8,9.2179e6
0.9,9.1196e6
1.0,9.0258e6
1.1,8.9326e6
1.2000000000000002,8.8416e6
1.3,8.7468e6
1.4000000000000001,8.6519e6
1.5,8.5624e6
1.6,8.4776e6
1.7000000000000002,8.3875e6
1.8,8.2954e6
1.9000000000000001,8.2144e6
2.0,8.1229e6
2.1,8.0322e6
2.2,7.943e6
2.3000000000000003,7.857e6
2.4000000000000004,7.7698e6
2.5,7.6827e6
2.6,7.6041e6
2.7,7.5241e6
2.8000000000000003,7.4459e6
2.9000000000000004,7.3662e6
3.0,7.284e6
3.1,7.2056e6
3.2,7.1217e6
3.3000000000000003,7.0454e6
3.4000000000000004,6.9677e6
3.5,6.8855e6
3.6,6.8139e6
3.7,6.742e6
3.8000000000000003,6.6652e6
3.9000000000000004,6.597e6
4.0,6.5231e6
4.1000000000000005,6.4515e6
4.2,6.3779e6
4.3,6.3015e6
4.4,6.2259e6
4.5,6.1574e6
4.6000000000000005,6.0878e6
4.7,6.0165e6
4.800000000000001,5.9431e6
4.9,5.8714e6
5.0,5.8056e6
5.1000000000000005,5.7336e6
5.2,5.6725e6
5.300000000000001,5.6049e6
5.4,5.5381e6
5.5,5.4729e6
5.6000000000000005,5.4069e6
5.7,5.3424e6
5.800000000000001,5.2829e6
5.9,5.2181e6
6.0,5.1504e6
6.1000000000000005,5.0874e6
6.2,5.0273e6
6.300000000000001,4.9673e6
6.4,4.9084e6
6.5,4.8469e6
6.6000000000000005,4.7881e6
6.7,4.7267e6
6.800000000000001,4.6666e6
6.9,4.6066e6
7.0,4.5477e6
7.1000000000000005,4.4916e6
7.2,4.4382e6
7.300000000000001,4.384e6
7.4,4.3315e6
7.5,4.2771e6
7.6000000000000005,4.2255e6
7.7,4.172e6
7.800000000000001,4.1182e6
7.9,4.0619e6
8.0,4.0088e6
8.1,3.9583e6
8.200000000000001,3.9083e6
8.3,3.86e6
8.4,3.8114e6
8.5,3.764e6
8.6,3.7159e6
8.700000000000001,3.6692e6
8.8,3.6217e6
8.9,3.5741e6
9.0,3.5257e6
9.1,3.4819e6
9.200000000000001,3.4372e6
9.3,3.3945e6
9.4,3.3488e6
9.5,3.3096e6
9.600000000000001,3.2661e6
9.700000000000001,3.2246e6
9.8,3.1834e6
9.9,3.1401e6
10.0,3.0969e6
10.100000000000001,3.0557e6
10.200000000000001,3.0176e6
10.3,2.9783e6
10.4,2.9374e6
10.5,2.8964e6
10.600000000000001,2.8573e6
10.700000000000001,2.819e6
10.8,2.7796e6
10.9,2.7409e6
11.0,2.7028e6
11.100000000000001,2.6661e6
11.200000000000001,2.6315e6
11.3,2.5992e6
11.4,2.5624e6
11.5,2.5301e6
11.600000000000001,2.496e6
11.700000000000001,2.4603e6
11.8,2.4246e6
11.9,2.3944e6
12.0,2.3634e6
12.100000000000001,2.3316e6
12.200000000000001,2.2988e6
12.3,2.2686e6
12.4,2.235e6
12.5,2.2047e6
12.600000000000001,2.1742e6
12.700000000000001,2.1427e6
12.8,2.1138e6
12.9,2.0838e6
13.0,2.0539e6
13.100000000000001,2.0249e6
13.200000000000001,1.9961e6
13.3,1.9697e6
13.4,1.9402e6
13.5,1.9137e6
13.600000000000001,1.8852e6
13.700000000000001,1.8571e6
13.8,1.8299e6
13.9,1.8043e6
14.0,1.7788e6
14.100000000000001,1.7545e6
14.200000000000001,1.7287e6
14.3,1.7029e6
14.4,1.6761e6
14.5,1.65e6
14.600000000000001,1.6272e6
14.700000000000001,1.605e6
14.8,1.5803e6
14.9,1.5578e6
15.0,1.5366e6
15.100000000000001,1.5166e6
15.200000000000001,1.4964e6
15.3,1.4743e6
15.4,1.4544e6
15.5,1.434e6
15.600000000000001,1.4144e6
15.700000000000001,1.3941e6
15.8,1.374e6
15.9,1.3522e6
16.0,1.3328e6
16.1,1.3114e6
16.2,1.2903e6
16.3,1.2704e6
16.400000000000002,1.252e6
16.5,1.2313e6
16.6,1.2115e6
16.7,1.1955e6
16.8,1.1756e6
16.900000000000002,1.1581e6
17.0,1.1406e6
17.1,1.1232e6
17.2,1.1056e6
17.3,1.0879e6
17.400000000000002,1.0715e6
17.5,1.0545e6
17.6,1.0388e6
17.7,1.0232e6
17.8,1.007e6
17.900000000000002,991600.0
18.0,976100.0
18.1,962500.0
18.2,947400.0
18.3,933900.0
18.400000000000002,916500.0
18.5,901400.0
18.6,887000.0
18.7,873600.0
18.8,858600.0
18.900000000000002,845100.0
19.0,834400.0
19.1,819000.0
19.200000000000003,807000.0
19.3,792700.0
19.400000000000002,779800.0
19.5,767600.0
19.6,754800.0
19.700000000000003,741800.0
19.8,730600.0
19.900000000000002,717600.0
20.0,706200.0
20.1,692100.0
20.200000000000003,681100.0
20.3,669900.0
20.400000000000002,658900.0
20.5,647700.0
20.6,637800.0
20.700000000000003,627600.0
20.8,617900.0
20.900000000000002,608300.0
21.0,596400.0
21.1,586500.0
21.200000000000003,577300.0
21.3,567200.0
21.400000000000002,558800.0
21.5,549000.0
21.6,539500.0
21.700000000000003,531100.0
21.8,523800.0
21.900000000000002,515900.0
22.0,507400.0
22.1,498400.0
22.200000000000003,491000.0
22.3,483700.0
22.400000000000002,476600.0
22.5,468300.0
22.6,461100.0
22.700000000000003,453000.0
22.8,446300.0
22.900000000000002,438700.0
23.0,430200.0
23.1,421800.0
23.200000000000003,414700.0
23.3,408800.0
23.400000000000002,402300.0
23.5,394900.0
23.6,388900.0
23.700000000000003,379800.0
23.8,373500.0
23.900000000000002,366700.0
24.0,360000.0
24.1,352900.0
24.200000000000003,347500.0
24.3,341000.0
24.400000000000002,335000.0
24.5,327800.0
24.6,321800.0
24.700000000000003,316800.0
24.8,311900.0
24.900000000000002,305000.0
25.0,300500.0
25.1,295200.0
25.200000000000003,287800.0
25.3,281900.0
25.400000000000002,277300.0
25.5,271400.0
25.6,292800.0
25.700000000000003,314000.0
25.8,307500.0
25.900000000000002,369200.0
26.0,498200.0
26.1,965100.0
26.200000000000003,1.429e6
26.3,2.3496e6
26.400000000000002,3.753e6
26.5,6.0299e6
26.6,8.8735e6
26.700000000000003,1.26089e7
26.8,1.73841e7
26.900000000000002,2.32042e7
27.0,2.98072e7
27.1,3.76071e7
27.200000000000003,4.63798e7
27.3,5.46727e7
27.400000000000002,6.38113e7
27.5,7.35434e7
27.6,8.30072e7
27.700000000000003,9.28256e7
27.8,1.022656e8
27.900000000000002,1.11612e8
28.0,1.199239e8
28.1,1.276375e8
28.200000000000003,1.352179e8
28.3,1.428578e8
28.400000000000002,1.492502e8
28.5,1.555708e8
28.6,1.621272e8
28.700000000000003,1.6768e8
28.8,1.719738e8
28.900000000000002,1.767766e8
29.0,1.808205e8
29.1,1.846274e8
29.200000000000003,1.883327e8
29.3,1.910209e8
29.400000000000002,1.93273e8
29.5,1.953235e8
29.6,1.972663e8
29.700000000000003,1.98494e8
29.8,1.996232e8
29.900000000000002,2.006898e8
