time,Itimeseries
1.0,3.723e6
2.0,6.656e6
3.0,8.997e6
4.0,1.0897e7
5.0,1.2424e7
6.0,1.3655e7
7.0,1.4702e7
8.0,1.5502e7
9.0,1.6141e7
10.0,1.6627e7
11.0,1.7031e7
12.0,1.7332e7
13.0,1.7567e7
14.0,1.7753e7
15.0,1.7888e7
16.0,1.8013e7
17.0,1.8095e7
18.0,1.8159e7
19.0,1.821e7
20.0,1.8252e7
21.0,1.8279e7
22.0,1.8314e7
23.0,1.8407e7
24.0,1.8933e7
25.0,2.3041e7
26.0,3.6942e7
27.0,6.6761e7
28.0,1.05086e8
29.0,1.35071e8
30.0,1.53762e8
31.0,1.53422e8
32.0,1.53086e8
33.0,1.52644e8
34.0,1.52126e8
35.0,1.51463e8
36.0,1.50742e8
37.0,1.50064e8
38.0,1.49334e8
39.0,1.48487e8
40.0,1.47655e8
41.0,1.46834e8
42.0,1.46121e8
43.0,1.45392e8
44.0,1.44695e8
45.0,1.44066e8
46.0,1.43464e8
47.0,1.42934e8
48.0,1.42348e8
49.0,1.41428e8
50.0,1.39347e8
51.0,1.34406e8
52.0,1.23858e8
53.0,1.065e8
54.0,8.2698e7
55.0,5.6128e7
56.0,3.2675e7
57.0,1.585e7
58.0,6.231e6
59.0,1.995e6
60.0,539000.0
61.0,88000.0
62.0,11000.0
63.0,3000.0
