time,Itimeseries
1.0,1800.0
2.0,4900.0
3.0,6700.0
4.0,8900.0
5.0,10400.0
6.0,12700.0
7.0,15100.0
8.0,17300.0
9.0,19000.0
10.0,20800.0
11.0,22500.0
12.0,25300.0
13.0,27900.0
14.0,30100.0
15.0,32900.0
16.0,34900.0
17.0,37400.0
18.0,38500.0
19.0,40400.0
20.0,43100.0
21.0,44800.0
22.0,46900.0
23.0,48700.0
24.0,50900.0
25.0,52400.0
26.0,53900.0
27.0,56900.0
28.0,66800.0
29.0,84800.0
30.0,110400.0
31.0,151000.0
32.0,208200.0
33.0,277900.0
34.0,349700.0
35.0,439800.0
36.0,542800.0
37.0,661900.0
38.0,786500.0
39.0,929500.0
40.0,1.0821e6
41.0,1.2486e6
42.0,1.4135e6
43.0,1.5885e6
44.0,1.7838e6
45.0,1.9731e6
46.0,2.1754e6
47.0,2.3919e6
48.0,2.6133e6
49.0,2.8481e6
50.0,3.0843e6
51.0,3.3428e6
52.0,3.5941e6
53.0,3.8614e6
54.0,4.1664e6
55.0,4.503e6
56.0,4.9551e6
57.0,5.5679e6
58.0,6.4001e6
59.0,7.5238e6
60.0,9.0342e6
61.0,1.08988e7
62.0,1.30762e7
63.0,1.55212e7
64.0,1.81862e7
65.0,2.09698e7
66.0,2.3753e7
67.0,2.65292e7
68.0,2.91634e7
69.0,3.15586e7
70.0,3.37446e7
71.0,3.56953e7
72.0,3.7403e7
73.0,3.88964e7
74.0,4.01829e7
75.0,4.12843e7
76.0,4.21987e7
77.0,4.29673e7
78.0,4.35998e7
79.0,4.41221e7
80.0,4.45542e7
81.0,4.491e7
82.0,4.51838e7
83.0,4.54033e7
84.0,4.55722e7
85.0,4.56893e7
86.0,4.57775e7
87.0,4.58291e7
88.0,4.58451e7
89.0,4.58313e7
90.0,4.57928e7
91.0,4.57308e7
92.0,4.56599e7
93.0,4.5588e7
94.0,4.55135e7
95.0,4.54373e7
96.0,4.53689e7
97.0,4.52989e7
98.0,4.52314e7
99.0,4.51663e7
