time,Ptimeseries
0.0,2.0e7
1.0,1.6315e7
2.0,1.3246e7
3.0,1.063e7
4.0,8.551e6
5.0,6.801e6
6.0,5.403e6
7.0,4.27e6
8.0,3.366e6
9.0,2.598e6
10.0,2.006e6
11.0,1.549e6
12.0,1.178e6
13.0,904000.0
14.0,666000.0
15.0,507000.0
16.0,372000.0
17.0,286000.0
18.0,205000.0
19.0,151000.0
20.0,111000.0
21.0,72000.0
22.0,53000.0
23.0,763000.0
24.0,3.794e6
25.0,2.3422e7
26.0,8.0343e7
27.0,1.59446e8
28.0,2.36242e8
29.0,2.58825e8
30.0,2.41919e8
31.0,2.01002e8
32.0,1.67054e8
33.0,1.38631e8
34.0,1.18371e8
35.0,1.08772e8
36.0,1.02195e8
37.0,9.7981e7
38.0,9.9556e7
39.0,1.05502e8
40.0,1.05075e8
