time,Ptimeseries
0.0,2.0e7
1.0,1.6324e7
2.0,1.3147e7
3.0,1.0516e7
4.0,8.374e6
5.0,6.635e6
6.0,5.234e6
7.0,4.086e6
8.0,3.171e6
9.0,2.419e6
10.0,1.889e6
11.0,1.451e6
12.0,1.156e6
13.0,897000.0
14.0,673000.0
15.0,501000.0
16.0,362000.0
17.0,267000.0
18.0,209000.0
19.0,143000.0
20.0,95000.0
21.0,72000.0
22.0,55000.0
23.0,759000.0
24.0,4.036e6
25.0,2.3465e7
26.0,7.4659e7
27.0,1.67421e8
28.0,2.44173e8
29.0,2.68939e8
30.0,2.47315e8
31.0,2.08142e8
32.0,1.67051e8
33.0,1.36844e8
34.0,1.21275e8
35.0,1.08766e8
36.0,9.9724e7
37.0,9.2456e7
38.0,9.2363e7
39.0,9.0934e7
40.0,9.8539e7
41.0,1.05197e8
42.0,1.06541e8
43.0,1.062e8
44.0,1.10179e8
45.0,1.12564e8
46.0,1.10411e8
47.0,1.1124e8
48.0,1.11128e8
49.0,1.11611e8
50.0,1.1543e8
51.0,1.27662e8
52.0,1.60808e8
53.0,1.91327e8
54.0,2.21076e8
55.0,2.34052e8
56.0,2.33956e8
57.0,2.21476e8
58.0,2.17836e8
59.0,2.04157e8
60.0,1.90426e8
61.0,1.83064e8
62.0,1.68311e8
63.0,1.69791e8
64.0,1.62638e8
65.0,1.63986e8
66.0,1.62713e8
67.0,1.57194e8
68.0,1.56278e8
69.0,1.57425e8
70.0,1.64926e8
71.0,1.6106e8
72.0,1.5748e8
73.0,1.60108e8
74.0,1.56755e8
75.0,1.58216e8
76.0,1.5753e8
77.0,1.56737e8
78.0,1.64875e8
79.0,1.60357e8
80.0,1.59699e8
81.0,1.54153e8
82.0,1.52739e8
83.0,1.53043e8
84.0,1.52583e8
85.0,1.50151e8
86.0,1.53256e8
87.0,1.49622e8
88.0,1.51152e8
89.0,1.53042e8
90.0,1.57232e8
91.0,1.53092e8
92.0,1.54503e8
93.0,1.66493e8
94.0,1.6593e8
95.0,1.66076e8
96.0,1.61643e8
97.0,1.63585e8
98.0,1.67732e8
99.0,1.61582e8
100.0,1.55257e8
101.0,1.62176e8
102.0,1.65028e8
103.0,1.72517e8
104.0,1.60346e8
105.0,1.67352e8
106.0,1.66105e8
107.0,1.67364e8
108.0,1.76457e8
109.0,1.67992e8
110.0,1.67972e8
111.0,1.74026e8
112.0,1.7595e8
113.0,1.63338e8
114.0,1.64419e8
115.0,1.69092e8
116.0,1.67864e8
117.0,1.58752e8
118.0,1.49116e8
119.0,1.50942e8
120.0,1.59537e8
121.0,1.55218e8
122.0,1.58295e8
123.0,1.69372e8
124.0,1.69367e8
125.0,1.68828e8
126.0,1.69547e8
127.0,1.54016e8
128.0,1.75726e8
129.0,1.7463e8
130.0,1.74337e8
131.0,1.77675e8
132.0,1.86774e8
133.0,1.98434e8
134.0,1.778e8
135.0,1.65611e8
136.0,1.6026e8
137.0,1.59762e8
138.0,1.58355e8
139.0,1.51935e8
140.0,1.59211e8
141.0,1.61402e8
142.0,1.59558e8
143.0,1.55061e8
144.0,1.64159e8
145.0,1.63242e8
146.0,1.7475e8
147.0,1.64214e8
148.0,1.7122e8
149.0,1.72768e8
150.0,1.82577e8
151.0,1.66587e8
152.0,1.71533e8
153.0,1.75261e8
154.0,1.67401e8
155.0,1.78174e8
156.0,1.78439e8
157.0,1.84261e8
158.0,1.81685e8
159.0,1.83774e8
160.0,1.77474e8
161.0,1.83843e8
162.0,1.85189e8
163.0,1.72893e8
164.0,1.84894e8
165.0,1.79394e8
166.0,1.63351e8
167.0,1.6098e8
168.0,1.66943e8
169.0,1.68379e8
170.0,1.77405e8
171.0,1.79603e8
172.0,1.79168e8
173.0,1.84954e8
174.0,1.71249e8
175.0,1.77168e8
176.0,1.72412e8
177.0,1.73802e8
178.0,1.59918e8
179.0,1.53313e8
180.0,1.75722e8
181.0,1.47782e8
182.0,1.71016e8
183.0,1.67255e8
184.0,1.60423e8
185.0,1.76231e8
186.0,1.70489e8
187.0,1.90452e8
188.0,1.90165e8
189.0,1.80667e8
190.0,1.70867e8
191.0,1.62007e8
192.0,1.66753e8
193.0,1.78024e8
194.0,1.75836e8
195.0,1.7156e8
196.0,1.81323e8
197.0,1.69331e8
198.0,1.78736e8
199.0,1.7034e8
200.0,1.87456e8
