time,Ptimeseries
0.0,2.0e7
0.01,1.9946e7
0.02,1.9904e7
0.04,1.9825e7
0.05,1.979e7
0.07,1.9711e7
0.09,1.9646e7
0.1,1.9601e7
0.12,1.953e7
0.13,1.9489e7
0.14,1.9452e7
0.16,1.9359e7
0.17,1.9312e7
0.19,1.9236e7
0.2,1.9207e7
0.22,1.913e7
0.23,1.9096e7
0.25,1.9023e7
0.26,1.8979e7
0.27,1.8936e7
0.28,1.8902e7
0.3,1.8825e7
0.31,1.8788e7
0.32,1.8748e7
0.33,1.871e7
0.34,1.8674e7
0.35000000000000003,1.8636e7
0.37,1.8555e7
0.38,1.8522e7
0.39,1.8468e7
0.4,1.8429e7
0.41000000000000003,1.8391e7
0.43,1.8305e7
0.44,1.8278e7
0.45,1.8252e7
0.46,1.8214e7
0.47000000000000003,1.8171e7
0.49,1.8109e7
0.5,1.8073e7
0.51,1.8038e7
0.52,1.8002e7
0.53,1.7976e7
0.54,1.7944e7
0.55,1.7896e7
0.56,1.785e7
0.5700000000000001,1.7815e7
0.59,1.7747e7
0.6,1.7702e7
0.61,1.7665e7
0.62,1.7631e7
0.63,1.7585e7
0.64,1.7554e7
0.65,1.7523e7
0.66,1.7491e7
0.67,1.746e7
0.68,1.7419e7
0.6900000000000001,1.7382e7
0.7000000000000001,1.7345e7
0.72,1.7268e7
0.73,1.7223e7
0.74,1.7187e7
0.75,1.7153e7
0.76,1.7118e7
0.77,1.7068e7
0.78,1.7033e7
0.79,1.7e7
0.8,1.6965e7
0.81,1.6944e7
0.8200000000000001,1.6904e7
0.8300000000000001,1.6861e7
0.85,1.6787e7
0.86,1.6764e7
0.87,1.6721e7
0.88,1.6682e7
0.89,1.6648e7
0.9,1.6605e7
0.91,1.657e7
0.92,1.6525e7
0.93,1.649e7
0.9400000000000001,1.6458e7
0.9500000000000001,1.6425e7
0.97,1.6356e7
0.98,1.6322e7
0.99,1.6283e7
1.0,1.6252e7
1.01,1.6221e7
1.02,1.619e7
1.03,1.6158e7
1.04,1.6124e7
1.05,1.6099e7
1.06,1.6061e7
1.07,1.6034e7
1.08,1.6e7
1.09,1.5964e7
1.1,1.5933e7
1.11,1.5897e7
1.12,1.5857e7
1.1300000000000001,1.5819e7
1.1400000000000001,1.5775e7
1.1500000000000001,1.5735e7
1.17,1.5672e7
1.18,1.5639e7
1.19,1.5606e7
1.2,1.5576e7
1.21,1.5554e7
1.22,1.552e7
1.23,1.5489e7
1.24,1.5467e7
1.25,1.5432e7
1.26,1.54e7
1.27,1.5372e7
1.28,1.533e7
1.29,1.531e7
1.3,1.5281e7
1.31,1.525e7
1.32,1.522e7
1.33,1.5185e7
1.34,1.5144e7
1.35,1.5117e7
1.36,1.5083e7
1.37,1.5052e7
1.3800000000000001,1.5017e7
1.3900000000000001,1.4987e7
1.4000000000000001,1.4951e7
1.42,1.4901e7
1.43,1.4872e7
1.44,1.4839e7
1.45,1.4806e7
1.46,1.4784e7
1.47,1.4752e7
1.48,1.472e7
1.49,1.4686e7
1.5,1.4648e7
1.51,1.4617e7
1.52,1.4579e7
1.53,1.4548e7
1.54,1.4523e7
1.55,1.4494e7
1.56,1.4459e7
1.57,1.4431e7
1.58,1.4403e7
1.59,1.4374e7
1.6,1.4346e7
1.61,1.432e7
1.62,1.4283e7
1.6300000000000001,1.4242e7
1.6400000000000001,1.4203e7
1.6500000000000001,1.418e7
1.6600000000000001,1.4143e7
1.68,1.4078e7
1.69,1.4047e7
1.7,1.4011e7
1.71,1.3983e7
1.72,1.3946e7
1.73,1.3914e7
1.74,1.3882e7
1.75,1.3865e7
1.76,1.3828e7
1.77,1.3801e7
1.78,1.3768e7
1.79,1.373e7
1.8,1.3709e7
1.81,1.3683e7
1.82,1.3649e7
1.83,1.3623e7
1.84,1.3604e7
1.85,1.3579e7
1.86,1.3552e7
1.87,1.3526e7
1.8800000000000001,1.3496e7
1.8900000000000001,1.3467e7
1.9000000000000001,1.3436e7
1.9100000000000001,1.3406e7
1.93,1.3348e7
1.94,1.3323e7
1.95,1.3294e7
1.96,1.3272e7
1.97,1.3248e7
1.98,1.3209e7
1.99,1.3183e7
2.0,1.3156e7
2.0100000000000002,1.3124e7
2.0300000000000002,1.3079e7
2.05,1.3024e7
2.06,1.2999e7
2.08,1.2933e7
2.1,1.2877e7
2.12,1.2813e7
2.14,1.2759e7
2.16,1.2688e7
2.18,1.2632e7
2.2,1.2586e7
2.22,1.2526e7
2.24,1.2476e7
2.2600000000000002,1.2423e7
2.2800000000000002,1.2367e7
2.3000000000000003,1.2314e7
2.32,1.2264e7
2.33,1.2235e7
2.35,1.218e7
2.37,1.2135e7
2.39,1.2099e7
2.41,1.2039e7
2.43,1.1998e7
2.45,1.1944e7
2.47,1.1888e7
2.49,1.1828e7
2.5100000000000002,1.1774e7
2.5300000000000002,1.1734e7
2.5500000000000003,1.1683e7
2.57,1.1639e7
2.58,1.1615e7
2.6,1.1552e7
2.62,1.1498e7
2.64,1.1452e7
2.66,1.1394e7
2.68,1.1352e7
2.7,1.1304e7
2.72,1.1253e7
2.74,1.1206e7
2.7600000000000002,1.1162e7
2.7800000000000002,1.1108e7
2.8000000000000003,1.1052e7
2.82,1.0996e7
2.83,1.0974e7
2.85,1.0934e7
2.87,1.0893e7
2.89,1.0836e7
2.91,1.079e7
2.93,1.0738e7
2.95,1.0691e7
2.97,1.0648e7
2.99,1.0602e7
3.0100000000000002,1.0562e7
3.0300000000000002,1.0524e7
3.0500000000000003,1.0479e7
