time,Itimeseries
1.0,3.664e6
2.0,6.581e6
3.0,8.989e6
4.0,1.0901e7
5.0,1.2494e7
6.0,1.3674e7
7.0,1.4716e7
8.0,1.5527e7
9.0,1.6113e7
10.0,1.6624e7
11.0,1.7039e7
12.0,1.7354e7
13.0,1.7586e7
14.0,1.7753e7
15.0,1.7914e7
16.0,1.8033e7
17.0,1.8132e7
18.0,1.8206e7
19.0,1.8273e7
20.0,1.8301e7
21.0,1.8329e7
22.0,1.8349e7
23.0,1.8415e7
24.0,1.9215e7
25.0,2.2807e7
26.0,3.677e7
27.0,6.579e7
28.0,1.03599e8
29.0,1.34402e8
30.0,1.53209e8
31.0,1.63702e8
32.0,1.69621e8
33.0,1.73167e8
34.0,1.7537e8
35.0,1.76947e8
36.0,1.78055e8
37.0,1.78949e8
38.0,1.79645e8
39.0,1.8019e8
40.0,1.80701e8
41.0,1.81104e8
42.0,1.81423e8
43.0,1.81637e8
44.0,1.81804e8
45.0,1.81949e8
46.0,1.82091e8
47.0,1.82168e8
48.0,1.82209e8
49.0,1.8222e8
50.0,1.82138e8
51.0,1.81958e8
52.0,1.81648e8
53.0,1.81112e8
54.0,1.80533e8
55.0,1.80032e8
56.0,1.7963e8
57.0,1.79303e8
58.0,1.78978e8
59.0,1.78695e8
60.0,1.78442e8
61.0,1.7815e8
62.0,1.77765e8
63.0,1.77243e8
64.0,1.76532e8
65.0,1.75571e8
66.0,1.74367e8
67.0,1.73039e8
68.0,1.71316e8
69.0,1.69328e8
70.0,1.66945e8
71.0,1.64258e8
72.0,1.61245e8
73.0,1.57844e8
74.0,1.53944e8
75.0,1.49621e8
76.0,1.45015e8
77.0,1.40102e8
78.0,1.34675e8
79.0,1.28564e8
80.0,1.21853e8
81.0,1.13805e8
82.0,1.03977e8
83.0,9.1435e7
84.0,7.5636e7
85.0,5.6365e7
86.0,3.6739e7
87.0,1.9901e7
88.0,8.842e6
89.0,3.158e6
90.0,881000.0
91.0,170000.0
92.0,24000.0
93.0,9000.0
