time,Itimeseries
0.0,0.0
0.1,100700.0
0.2,199300.0
0.30000000000000004,299100.0
0.4,405000.0
0.5,501000.0
0.6000000000000001,595600.0
0.7000000000000001,685200.0
0.8,776800.0
0.9,873400.0
1.0,965100.0
1.1,1.0572e6
1.2000000000000002,1.1457e6
1.3,1.2374e6
1.4000000000000001,1.3299e6
1.5,1.4177e6
1.6,1.5006e6
1.7000000000000002,1.5884e6
1.8,1.678e6
1.9000000000000001,1.7561e6
2.0,1.8445e6
2.1,1.9318e6
2.2,2.018e6
2.3000000000000003,2.1017e6
2.4000000000000004,2.1855e6
2.5,2.2693e6
2.6,2.3457e6
2.7,2.4227e6
2.8000000000000003,2.4973e6
2.9000000000000004,2.5731e6
3.0,2.6517e6
3.1,2.7266e6
3.2,2.8057e6
3.3000000000000003,2.8782e6
3.4000000000000004,2.9517e6
3.5,3.0289e6
3.6,3.0967e6
3.7,3.1653e6
3.8000000000000003,3.2374e6
3.9000000000000004,3.3019e6
4.0,3.3715e6
4.1000000000000005,3.4387e6
4.2,3.5074e6
4.3,3.5796e6
4.4,3.6505e6
4.5,3.7138e6
4.6000000000000005,3.7788e6
4.7,3.8461e6
4.800000000000001,3.9147e6
4.9,3.9818e6
5.0,4.0425e6
5.1000000000000005,4.1096e6
5.2,4.1661e6
5.300000000000001,4.2294e6
5.4,4.2913e6
5.5,4.3519e6
5.6000000000000005,4.4112e6
5.7,4.4712e6
5.800000000000001,4.5255e6
5.9,4.5852e6
6.0,4.6486e6
6.1000000000000005,4.7069e6
6.2,4.7615e6
6.300000000000001,4.8167e6
6.4,4.8711e6
6.5,4.9275e6
6.6000000000000005,4.9797e6
6.7,5.0361e6
6.800000000000001,5.092e6
6.9,5.1468e6
7.0,5.2004e6
7.1000000000000005,5.2527e6
7.2,5.3008e6
7.300000000000001,5.3508e6
7.4,5.3989e6
7.5,5.4487e6
7.6000000000000005,5.4963e6
7.7,5.5439e6
7.800000000000001,5.5932e6
7.9,5.644e6
8.0,5.6917e6
8.1,5.737e6
8.200000000000001,5.7828e6
8.3,5.8269e6
8.4,5.8712e6
8.5,5.9135e6
8.6,5.9578e6
8.700000000000001,6.0013e6
8.8,6.0456e6
8.9,6.0885e6
9.0,6.132e6
9.1,6.1716e6
9.200000000000001,6.2114e6
9.3,6.2499e6
9.4,6.2918e6
9.5,6.3278e6
9.600000000000001,6.3668e6
9.700000000000001,6.4037e6
9.8,6.4416e6
9.9,6.4808e6
10.0,6.5198e6
10.100000000000001,6.5566e6
10.200000000000001,6.5896e6
10.3,6.6256e6
10.4,6.6632e6
10.5,6.7001e6
10.600000000000001,6.7353e6
10.700000000000001,6.7704e6
10.8,6.8061e6
10.9,6.8407e6
11.0,6.8742e6
11.100000000000001,6.9073e6
11.200000000000001,6.9373e6
11.3,6.9662e6
11.4,6.9994e6
11.5,7.0287e6
11.600000000000001,7.0591e6
11.700000000000001,7.0911e6
11.8,7.123e6
11.9,7.1503e6
12.0,7.1775e6
12.100000000000001,7.2056e6
12.200000000000001,7.2346e6
12.3,7.2617e6
12.4,7.2927e6
12.5,7.3199e6
12.600000000000001,7.3471e6
12.700000000000001,7.3751e6
12.8,7.4014e6
12.9,7.4286e6
13.0,7.4545e6
13.100000000000001,7.4813e6
13.200000000000001,7.5069e6
13.3,7.5302e6
13.4,7.5559e6
13.5,7.5795e6
13.600000000000001,7.605e6
13.700000000000001,7.6299e6
13.8,7.655e6
13.9,7.6784e6
14.0,7.701e6
14.100000000000001,7.7225e6
14.200000000000001,7.7452e6
14.3,7.768e6
14.4,7.792e6
14.5,7.8159e6
14.600000000000001,7.8367e6
14.700000000000001,7.8561e6
14.8,7.8787e6
14.9,7.899e6
15.0,7.918e6
15.100000000000001,7.9356e6
15.200000000000001,7.9534e6
15.3,7.9727e6
15.4,7.991e6
15.5,8.009e6
15.600000000000001,8.0269e6
15.700000000000001,8.0448e6
15.8,8.0633e6
15.9,8.0821e6
16.0,8.0994e6
16.1,8.1184e6
16.2,8.1376e6
16.3,8.1556e6
16.400000000000002,8.172e6
16.5,8.1901e6
16.6,8.2069e6
16.7,8.2212e6
16.8,8.2388e6
16.900000000000002,8.2545e6
17.0,8.2693e6
17.1,8.285e6
17.2,8.3009e6
17.3,8.3172e6
17.400000000000002,8.3324e6
17.5,8.3476e6
17.6,8.3614e6
17.7,8.3749e6
17.8,8.3899e6
17.900000000000002,8.404e6
18.0,8.4178e6
18.1,8.4292e6
18.2,8.4428e6
18.3,8.4545e6
18.400000000000002,8.4705e6
18.5,8.4839e6
18.6,8.4967e6
18.7,8.5086e6
18.8,8.5215e6
18.900000000000002,8.5339e6
19.0,8.5436e6
19.1,8.5574e6
19.200000000000003,8.5679e6
19.3,8.5807e6
19.400000000000002,8.5926e6
19.5,8.6039e6
19.6,8.6155e6
19.700000000000003,8.6269e6
19.8,8.637e6
19.900000000000002,8.6485e6
