time,Btimeseries
0.0,1.0e8
1.0,1.03265e8
2.0,1.06446e8
3.0,1.09471e8
4.0,1.12444e8
5.0,1.15401e8
6.0,1.18247e8
7.0,1.21126e8
8.0,1.24115e8
9.0,1.26944e8
10.0,1.29816e8
11.0,1.32549e8
12.0,1.35384e8
13.0,1.38244e8
14.0,1.41216e8
15.0,1.44018e8
16.0,1.46872e8
17.0,1.49789e8
18.0,1.52879e8
19.0,1.55923e8
20.0,1.59119e8
21.0,1.62301e8
22.0,1.65639e8
23.0,1.69013e8
24.0,1.72373e8
25.0,1.75783e8
26.0,1.7861e8
27.0,1.80656e8
28.0,1.81999e8
29.0,1.82635e8
30.0,1.83133e8
30.0,1.83133e8
31.0,1.82793e8
32.0,1.82457e8
33.0,1.82015e8
34.0,1.81497e8
35.0,1.80834e8
36.0,1.80113e8
37.0,1.79435e8
38.0,1.78705e8
39.0,1.77858e8
40.0,1.77026e8
41.0,1.76205e8
42.0,1.75492e8
43.0,1.74763e8
44.0,1.74066e8
45.0,1.73437e8
46.0,1.72835e8
47.0,1.72305e8
48.0,1.71719e8
49.0,1.70799e8
50.0,1.68718e8
51.0,1.63777e8
52.0,1.53229e8
53.0,1.35871e8
54.0,1.12069e8
55.0,8.5499e7
56.0,6.2046e7
57.0,4.5221e7
58.0,3.5602e7
59.0,3.1366e7
60.0,2.991e7
61.0,2.9459e7
62.0,2.9382e7
63.0,2.9374e7
64.0,2.9371e7
65.0,2.9371e7
66.0,2.9371e7
67.0,2.9371e7
68.0,2.9371e7
69.0,2.9371e7
70.0,2.9371e7
71.0,2.9371e7
72.0,2.9371e7
73.0,2.9371e7
74.0,2.9371e7
75.0,2.9371e7
76.0,2.9371e7
77.0,2.9371e7
78.0,2.9371e7
79.0,2.9371e7
80.0,2.9371e7
81.0,2.9371e7
82.0,2.9371e7
83.0,2.9371e7
84.0,2.9371e7
85.0,2.9371e7
86.0,2.9371e7
87.0,2.9371e7
88.0,2.9371e7
89.0,2.9371e7
90.0,2.9371e7
91.0,2.9371e7
92.0,2.9371e7
93.0,2.9371e7
94.0,2.9371e7
95.0,2.9371e7
96.0,2.9371e7
97.0,2.9371e7
98.0,2.9371e7
99.0,2.9371e7
100.0,2.9371e7
101.0,2.9371e7
102.0,2.9371e7
103.0,2.9371e7
104.0,2.9371e7
105.0,2.9371e7
106.0,2.9371e7
107.0,2.9371e7
108.0,2.9371e7
109.0,2.9371e7
110.0,2.9371e7
111.0,2.9371e7
112.0,2.9371e7
113.0,2.9371e7
114.0,2.9371e7
115.0,2.9371e7
116.0,2.9371e7
117.0,2.9371e7
118.0,2.9371e7
119.0,2.9371e7
120.0,2.9371e7
121.0,2.9371e7
122.0,2.9371e7
123.0,2.9371e7
124.0,2.9371e7
125.0,2.9371e7
126.0,2.9371e7
127.0,2.9371e7
128.0,2.9371e7
129.0,2.9371e7
130.0,2.9371e7
131.0,2.9371e7
132.0,2.9371e7
133.0,2.9371e7
134.0,2.9371e7
135.0,2.9371e7
136.0,2.9371e7
137.0,2.9371e7
138.0,2.9371e7
139.0,2.9371e7
140.0,2.9371e7
141.0,2.9371e7
142.0,2.9371e7
143.0,2.9371e7
144.0,2.9371e7
145.0,2.9371e7
146.0,2.9371e7
147.0,2.9371e7
148.0,2.9371e7
149.0,2.9371e7
150.0,2.9371e7
151.0,2.9371e7
152.0,2.9371e7
153.0,2.9371e7
154.0,2.9371e7
155.0,2.9371e7
156.0,2.9371e7
157.0,2.9371e7
158.0,2.9371e7
159.0,2.9371e7
160.0,2.9371e7
161.0,2.9371e7
162.0,2.9371e7
163.0,2.9371e7
164.0,2.9371e7
165.0,2.9371e7
166.0,2.9371e7
167.0,2.9371e7
168.0,2.9371e7
169.0,2.9371e7
170.0,2.9371e7
171.0,2.9371e7
172.0,2.9371e7
173.0,2.9371e7
174.0,2.9371e7
175.0,2.9371e7
176.0,2.9371e7
177.0,2.9371e7
178.0,2.9371e7
179.0,2.9371e7
180.0,2.9371e7
181.0,2.9371e7
182.0,2.9371e7
183.0,2.9371e7
184.0,2.9371e7
185.0,2.9371e7
186.0,2.9371e7
187.0,2.9371e7
188.0,2.9371e7
189.0,2.9371e7
190.0,2.9371e7
191.0,2.9371e7
192.0,2.9371e7
193.0,2.9371e7
194.0,2.9371e7
195.0,2.9371e7
196.0,2.9371e7
197.0,2.9371e7
198.0,2.9371e7
199.0,2.9371e7
200.0,2.9371e7
201.0,2.9371e7
202.0,2.9371e7
203.0,2.9371e7
204.0,2.9371e7
205.0,2.9371e7
206.0,2.9371e7
207.0,2.9371e7
208.0,2.9371e7
209.0,2.9371e7
210.0,2.9371e7
211.0,2.9371e7
212.0,2.9371e7
213.0,2.9371e7
214.0,2.9371e7
215.0,2.9371e7
216.0,2.9371e7
217.0,2.9371e7
218.0,2.9371e7
219.0,2.9371e7
220.0,2.9371e7
221.0,2.9371e7
222.0,2.9371e7
223.0,2.9371e7
224.0,2.9371e7
225.0,2.9371e7
226.0,2.9371e7
227.0,2.9371e7
228.0,2.9371e7
229.0,2.9371e7
230.0,2.9371e7
231.0,2.9371e7
232.0,2.9371e7
233.0,2.9371e7
