time,Itimeseries
0.0,0.0
0.1,95900.0
0.2,196800.0
0.30000000000000004,294200.0
0.4,389600.0
0.5,486700.0
0.6000000000000001,583400.0
0.7000000000000001,679500.0
0.8,770300.0
0.9,869100.0
1.0,961500.0
1.1,1.0516e6
1.2000000000000002,1.1464e6
1.3,1.2371e6
1.4000000000000001,1.3282e6
1.5,1.4125e6
1.6,1.4996e6
1.7000000000000002,1.5847e6
1.8,1.6736e6
1.9000000000000001,1.7579e6
2.0,1.8419e6
2.1,1.9222e6
2.2,2.0041e6
2.3000000000000003,2.0898e6
2.4000000000000004,2.1702e6
2.5,2.247e6
2.6,2.3235e6
2.7,2.3993e6
2.8000000000000003,2.4765e6
2.9000000000000004,2.5574e6
3.0,2.629e6
3.1,2.7017e6
3.2,2.7745e6
3.3000000000000003,2.8561e6
3.4000000000000004,2.9332e6
3.5,3.0063e6
3.6,3.0779e6
3.7,3.1527e6
3.8000000000000003,3.223e6
3.9000000000000004,3.2987e6
4.0,3.3662e6
4.1000000000000005,3.4394e6
4.2,3.5078e6
4.3,3.5748e6
4.4,3.6406e6
4.5,3.7086e6
4.6000000000000005,3.7737e6
4.7,3.8377e6
4.800000000000001,3.9037e6
4.9,3.9677e6
5.0,4.0321e6
5.1000000000000005,4.0937e6
5.2,4.1542e6
5.300000000000001,4.2129e6
5.4,4.271e6
5.5,4.3321e6
5.6000000000000005,4.3896e6
5.7,4.4502e6
5.800000000000001,4.5081e6
5.9,4.5626e6
6.0,4.619e6
6.1000000000000005,4.6714e6
6.2,4.7321e6
6.300000000000001,4.7884e6
6.4,4.847e6
6.5,4.8999e6
6.6000000000000005,4.9566e6
6.7,5.0077e6
6.800000000000001,5.0616e6
6.9,5.1102e6
7.0,5.1633e6
7.1000000000000005,5.2165e6
7.2,5.2736e6
7.300000000000001,5.3224e6
7.4,5.369e6
7.5,5.4155e6
7.6000000000000005,5.465e6
7.7,5.5109e6
7.800000000000001,5.5571e6
7.9,5.6046e6
8.0,5.6491e6
8.1,5.6935e6
8.200000000000001,5.7439e6
8.3,5.7862e6
8.4,5.8325e6
8.5,5.8756e6
8.6,5.9186e6
8.700000000000001,5.9605e6
8.8,6.0048e6
8.9,6.0463e6
9.0,6.0923e6
9.1,6.1321e6
9.200000000000001,6.1726e6
9.3,6.2167e6
9.4,6.2576e6
9.5,6.2983e6
9.600000000000001,6.3371e6
9.700000000000001,6.3763e6
9.8,6.4145e6
9.9,6.4496e6
10.0,6.4865e6
10.100000000000001,6.5232e6
10.200000000000001,6.5653e6
10.3,6.5991e6
10.4,6.634e6
10.5,6.6688e6
10.600000000000001,6.7045e6
10.700000000000001,6.7384e6
10.8,6.7726e6
10.9,6.8061e6
11.0,6.8364e6
11.100000000000001,6.8702e6
11.200000000000001,6.9027e6
11.3,6.9322e6
11.4,6.9589e6
11.5,6.9898e6
11.600000000000001,7.02e6
11.700000000000001,7.0496e6
11.8,7.0793e6
11.9,7.1077e6
12.0,7.1408e6
12.100000000000001,7.1692e6
12.200000000000001,7.1967e6
12.3,7.2251e6
12.4,7.2537e6
12.5,7.2824e6
12.600000000000001,7.3111e6
12.700000000000001,7.3369e6
12.8,7.3648e6
12.9,7.3916e6
