time,Ptimeseries
0.0,1.0e7
0.1,9.8988e6
0.2,9.7976e6
0.30000000000000004,9.704e6
0.4,9.6095e6
0.5,9.5151e6
0.6000000000000001,9.4128e6
0.7000000000000001,9.3193e6
0.8,9.2219e6
0.9,9.1265e6
1.0,9.0345e6
1.1,8.94e6
1.2000000000000002,8.8445e6
1.3,8.7551e6
1.4000000000000001,8.6667e6
1.5,8.5718e6
1.6,8.4796e6
1.7000000000000002,8.391e6
1.8,8.3004e6
1.9000000000000001,8.2095e6
2.0,8.1216e6
2.1,8.0293e6
2.2,7.9436e6
2.3000000000000003,7.8546e6
2.4000000000000004,7.7676e6
2.5,7.6883e6
2.6,7.6079e6
2.7,7.5217e6
2.8000000000000003,7.4421e6
2.9000000000000004,7.3601e6
3.0,7.2786e6
3.1,7.1996e6
3.2,7.124e6
3.3000000000000003,7.0436e6
3.4000000000000004,6.9698e6
3.5,6.8882e6
3.6,6.8127e6
3.7,6.7333e6
3.8000000000000003,6.6556e6
3.9000000000000004,6.5802e6
4.0,6.5124e6
4.1000000000000005,6.4369e6
4.2,6.3642e6
4.3,6.2912e6
4.4,6.2205e6
4.5,6.1507e6
4.6000000000000005,6.0806e6
4.7,6.0111e6
4.800000000000001,5.9422e6
4.9,5.8732e6
5.0,5.8065e6
5.1000000000000005,5.7418e6
5.2,5.6718e6
5.300000000000001,5.6075e6
5.4,5.5433e6
5.5,5.477e6
5.6000000000000005,5.4087e6
5.7,5.3449e6
5.800000000000001,5.2824e6
5.9,5.219e6
6.0,5.1558e6
6.1000000000000005,5.0936e6
6.2,5.035e6
6.300000000000001,4.977e6
6.4,4.9195e6
6.5,4.858e6
6.6000000000000005,4.8036e6
6.7,4.7493e6
6.800000000000001,4.695e6
6.9,4.6354e6
7.0,4.5817e6
7.1000000000000005,4.5242e6
7.2,4.4679e6
7.300000000000001,4.4152e6
7.4,4.3621e6
7.5,4.3102e6
7.6000000000000005,4.2547e6
7.7,4.2005e6
7.800000000000001,4.1452e6
7.9,4.0969e6
8.0,4.0461e6
8.1,3.9977e6
8.200000000000001,3.9495e6
8.3,3.9003e6
8.4,3.853e6
8.5,3.8063e6
8.6,3.7567e6
8.700000000000001,3.7053e6
8.8,3.6579e6
8.9,3.6116e6
9.0,3.5643e6
9.1,3.5197e6
9.200000000000001,3.4745e6
9.3,3.43e6
9.4,3.3878e6
9.5,3.3446e6
9.600000000000001,3.3009e6
9.700000000000001,3.258e6
9.8,3.2143e6
9.9,3.1728e6
10.0,3.1312e6
10.100000000000001,3.0893e6
10.200000000000001,3.0499e6
10.3,3.0092e6
10.4,2.9708e6
10.5,2.9321e6
10.600000000000001,2.8926e6
10.700000000000001,2.8511e6
10.8,2.8094e6
10.9,2.7704e6
11.0,2.7324e6
11.100000000000001,2.6997e6
11.200000000000001,2.6645e6
11.3,2.6262e6
11.4,2.594e6
11.5,2.5583e6
11.600000000000001,2.525e6
11.700000000000001,2.4909e6
11.8,2.4568e6
11.9,2.4208e6
12.0,2.3881e6
12.100000000000001,2.3559e6
12.200000000000001,2.3223e6
12.3,2.291e6
12.4,2.2599e6
12.5,2.2286e6
12.600000000000001,2.1951e6
12.700000000000001,2.1641e6
12.8,2.1346e6
12.9,2.1059e6
13.0,2.0799e6
13.100000000000001,2.054e6
13.200000000000001,2.0266e6
13.3,1.9969e6
13.4,1.9683e6
13.5,1.9379e6
13.600000000000001,1.9156e6
13.700000000000001,1.8886e6
13.8,1.8613e6
13.9,1.8348e6
14.0,1.81e6
14.100000000000001,1.7851e6
14.200000000000001,1.7601e6
14.3,1.7361e6
14.4,1.7051e6
14.5,1.6819e6
14.600000000000001,1.6553e6
14.700000000000001,1.6314e6
14.8,1.6101e6
14.9,1.5842e6
15.0,1.5627e6
15.100000000000001,1.5402e6
15.200000000000001,1.5177e6
15.3,1.4967e6
15.4,1.4721e6
15.5,1.4522e6
15.600000000000001,1.4305e6
15.700000000000001,1.4072e6
15.8,1.3877e6
15.9,1.3674e6
16.0,1.3462e6
16.1,1.3268e6
16.2,1.3057e6
16.3,1.2874e6
16.400000000000002,1.2671e6
16.5,1.2462e6
16.6,1.2238e6
16.7,1.204e6
16.8,1.1875e6
16.900000000000002,1.171e6
