time,Itimeseries
0.0,0.0
0.1,93400.0
0.2,200200.0
0.30000000000000004,296000.0
0.4,395600.0
0.5,491500.0
0.6000000000000001,586000.0
0.7000000000000001,673600.0
0.8,772500.0
0.9,856100.0
1.0,950200.0
1.1,1.0382e6
1.2000000000000002,1.1305e6
1.3,1.2188e6
1.4000000000000001,1.3092e6
1.5,1.3959e6
1.6,1.4845e6
1.7000000000000002,1.5655e6
1.8,1.6507e6
1.9000000000000001,1.7377e6
2.0,1.8224e6
2.1,1.908e6
2.2,1.988e6
2.3000000000000003,2.0728e6
2.4000000000000004,2.1598e6
2.5,2.2421e6
2.6,2.324e6
2.7,2.4018e6
2.8000000000000003,2.478e6
2.9000000000000004,2.5535e6
3.0,2.6295e6
3.1,2.7033e6
3.2,2.7736e6
3.3000000000000003,2.8526e6
3.4000000000000004,2.9248e6
3.5,2.9911e6
3.6,3.0645e6
3.7,3.1331e6
3.8000000000000003,3.2047e6
3.9000000000000004,3.2767e6
4.0,3.3469e6
4.1000000000000005,3.4156e6
4.2,3.4833e6
4.3,3.5529e6
4.4,3.6212e6
4.5,3.6857e6
4.6000000000000005,3.7518e6
4.7,3.8179e6
4.800000000000001,3.8788e6
4.9,3.9435e6
5.0,4.0083e6
5.1000000000000005,4.0713e6
5.2,4.1326e6
5.300000000000001,4.1925e6
5.4,4.2546e6
5.5,4.3131e6
5.6000000000000005,4.3732e6
5.7,4.4344e6
5.800000000000001,4.4927e6
5.9,4.5524e6
6.0,4.6129e6
6.1000000000000005,4.6682e6
6.2,4.7197e6
6.300000000000001,4.7736e6
6.4,4.8303e6
6.5,4.8864e6
6.6000000000000005,4.94e6
6.7,4.9929e6
6.800000000000001,5.0438e6
6.9,5.0955e6
7.0,5.1536e6
7.1000000000000005,5.2071e6
7.2,5.2615e6
7.300000000000001,5.3102e6
7.4,5.3595e6
7.5,5.4102e6
7.6000000000000005,5.4574e6
7.7,5.5086e6
7.800000000000001,5.5539e6
7.9,5.6043e6
8.0,5.6471e6
8.1,5.6917e6
8.200000000000001,5.7402e6
8.3,5.7852e6
8.4,5.8308e6
8.5,5.8735e6
8.6,5.9139e6
8.700000000000001,5.9595e6
8.8,6.0034e6
8.9,6.0484e6
9.0,6.0913e6
9.1,6.1316e6
9.200000000000001,6.1711e6
9.3,6.2124e6
9.4,6.2508e6
9.5,6.2884e6
9.600000000000001,6.3264e6
9.700000000000001,6.3692e6
9.8,6.4075e6
9.9,6.4435e6
10.0,6.4821e6
10.100000000000001,6.5226e6
10.200000000000001,6.5562e6
10.3,6.5923e6
10.4,6.6278e6
10.5,6.6643e6
10.600000000000001,6.7044e6
10.700000000000001,6.7397e6
10.8,6.7773e6
10.9,6.808e6
11.0,6.8415e6
11.100000000000001,6.8755e6
11.200000000000001,6.9102e6
11.3,6.9436e6
11.4,6.9736e6
11.5,7.0046e6
11.600000000000001,7.0325e6
11.700000000000001,7.0637e6
11.8,7.0928e6
11.9,7.125e6
12.0,7.1539e6
12.100000000000001,7.1844e6
12.200000000000001,7.2129e6
12.3,7.2407e6
12.4,7.2687e6
12.5,7.293e6
12.600000000000001,7.3195e6
12.700000000000001,7.3458e6
12.8,7.3739e6
12.9,7.3989e6
13.0,7.4241e6
13.100000000000001,7.449e6
13.200000000000001,7.4761e6
13.3,7.5032e6
13.4,7.528e6
13.5,7.5533e6
13.600000000000001,7.5792e6
13.700000000000001,7.605e6
13.8,7.627e6
13.9,7.6523e6
14.0,7.6757e6
14.100000000000001,7.6972e6
14.200000000000001,7.718e6
14.3,7.7408e6
14.4,7.7623e6
14.5,7.7855e6
14.600000000000001,7.8053e6
14.700000000000001,7.8253e6
14.8,7.8473e6
14.9,7.8678e6
15.0,7.89e6
15.100000000000001,7.9102e6
15.200000000000001,7.9322e6
15.3,7.953e6
15.4,7.9732e6
15.5,7.9924e6
15.600000000000001,8.0117e6
15.700000000000001,8.0309e6
15.8,8.0524e6
15.9,8.0698e6
16.0,8.09e6
16.1,8.1072e6
16.2,8.1249e6
16.3,8.1413e6
16.400000000000002,8.1592e6
16.5,8.1787e6
16.6,8.1943e6
16.7,8.2116e6
16.8,8.2292e6
16.900000000000002,8.2461e6
17.0,8.2599e6
17.1,8.2756e6
17.2,8.2917e6
17.3,8.3068e6
17.400000000000002,8.3203e6
17.5,8.3343e6
17.6,8.3469e6
17.7,8.3589e6
17.8,8.3751e6
17.900000000000002,8.3908e6
18.0,8.4032e6
18.1,8.4157e6
18.2,8.4296e6
18.3,8.4431e6
18.400000000000002,8.4551e6
18.5,8.4674e6
18.6,8.48e6
18.7,8.4922e6
18.8,8.5038e6
18.900000000000002,8.5168e6
19.0,8.529e6
19.1,8.5404e6
19.200000000000003,8.5518e6
19.3,8.5623e6
19.400000000000002,8.5717e6
19.5,8.5819e6
19.6,8.594e6
19.700000000000003,8.6042e6
19.8,8.613e6
19.900000000000002,8.6247e6
20.0,8.636e6
20.1,8.6464e6
20.200000000000003,8.6566e6
20.3,8.6662e6
20.400000000000002,8.6741e6
20.5,8.6836e6
20.6,8.6927e6
20.700000000000003,8.7021e6
20.8,8.7124e6
20.900000000000002,8.7219e6
21.0,8.7295e6
21.1,8.7378e6
21.200000000000003,8.7476e6
21.3,8.7556e6
21.400000000000002,8.7641e6
21.5,8.7722e6
21.6,8.7803e6
21.700000000000003,8.7885e6
21.8,8.7952e6
21.900000000000002,8.8035e6
22.0,8.8108e6
22.1,8.8191e6
22.200000000000003,8.8266e6
22.3,8.8335e6
22.400000000000002,8.8409e6
22.5,8.8471e6
22.6,8.8537e6
22.700000000000003,8.8619e6
22.8,8.8687e6
22.900000000000002,8.8754e6
23.0,8.8815e6
23.1,8.888e6
23.200000000000003,8.8943e6
23.3,8.9012e6
23.400000000000002,8.9079e6
23.5,8.9134e6
23.6,8.9208e6
23.700000000000003,8.9275e6
23.8,8.9336e6
23.900000000000002,8.9388e6
24.0,8.947e6
24.1,8.9527e6
24.200000000000003,8.9589e6
24.3,8.9646e6
24.400000000000002,8.9696e6
24.5,8.9764e6
24.6,8.9817e6
24.700000000000003,8.9868e6
24.8,8.9902e6
24.900000000000002,8.9957e6
25.0,9.001e6
25.1,9.0054e6
25.200000000000003,9.011e6
25.3,9.0153e6
25.400000000000002,9.0195e6
25.5,9.0227e6
25.6,9.0273e6
25.700000000000003,9.0314e6
25.8,9.0362e6
25.900000000000002,9.0407e6
26.0,9.0454e6
26.1,9.0518e6
26.200000000000003,9.0602e6
26.3,9.0707e6
26.400000000000002,9.0933e6
26.5,9.1295e6
26.6,9.2032e6
26.700000000000003,9.3209e6
26.8,9.4863e6
26.900000000000002,9.7147e6
27.0,1.00259e7
27.1,1.04529e7
27.200000000000003,1.09819e7
27.3,1.16502e7
27.400000000000002,1.24504e7
27.5,1.34008e7
27.6,1.44592e7
27.700000000000003,1.56628e7
27.8,1.7011e7
27.900000000000002,1.85096e7
